"","Project","ErrorType","Class","Method","ViolatedRule","Object","Statement","Source.Code"
"653","org.totschnig.myexpenses_500.apk","ConstraintError","com.itextpdf.text.pdf.PdfPublicKeySecurityHandler","org.bouncycastle.asn1.ASN1Primitive createDERForRecipient(byte[],java.security.cert.X509Certificate)","violating CrySL rule for javax.crypto.KeyGenerator (on Object #cb8cd4fae2b3e85f010be6ff5568a3272365f079da30eee72bdf88fe31235cc0)","First parameter (with value ""1.2.840.113549.3.2"") should be any of {AES, HmacSHA256, HmacSHA384, HmacSHA512}","$r7 = staticinvoke <javax.crypto.KeyGenerator: javax.crypto.KeyGenerator getInstance(java.lang.String)>(varReplacer78161)","https://github.com/mtotschnig/MyExpenses"
"654","org.totschnig.myexpenses_500.apk","RequiredPredicateError","com.google.android.vending.licensing.a","void <init>(byte[],java.lang.String,java.lang.String)","violating CrySL rule for javax.crypto.SecretKeyFactory ","First parameter was not properly generated as specced Key","$r8 = virtualinvoke $r4.<javax.crypto.SecretKeyFactory: javax.crypto.SecretKey generateSecret(java.security.spec.KeySpec)>($r5)","https://github.com/mtotschnig/MyExpenses"
"655","org.totschnig.myexpenses_500.apk","RequiredPredicateError","com.itextpdf.text.pdf.PdfPublicKeySecurityHandler","org.bouncycastle.asn1.ASN1Primitive createDERForRecipient(byte[],java.security.cert.X509Certificate)","violating CrySL rule for javax.crypto.Cipher ","Third parameter was not properly generated as prepared Alg","virtualinvoke $r9.<javax.crypto.Cipher: void init(int,java.security.Key,java.security.AlgorithmParameters)>(varReplacer78165, $r8, $r4)","https://github.com/mtotschnig/MyExpenses"
"656","org.totschnig.myexpenses_500.apk","RequiredPredicateError","com.google.android.vending.licensing.a","void <init>(byte[],java.lang.String,java.lang.String)","violating CrySL rule for javax.crypto.spec.IvParameterSpec ","First parameter was not properly generated as randomized","specialinvoke $r11.<javax.crypto.spec.IvParameterSpec: void <init>(byte[])>($r1)","https://github.com/mtotschnig/MyExpenses"
"657","org.totschnig.myexpenses_500.apk","TypestateError","com.itextpdf.text.pdf.PdfPublicKeySecurityHandler","org.bouncycastle.asn1.ASN1Primitive createDERForRecipient(byte[],java.security.cert.X509Certificate)","violating CrySL rule for javax.crypto.Cipher (on Object #d26c05191f5cc5ee74abf2f21c55c83a2a56fd1eea96f1b295a05e5a2a813dc2)","Unexpected call to method doFinal on object of type javax.crypto.Cipher. Expect a call to one of the following methods init,updateAAD","$r1 = virtualinvoke $r9.<javax.crypto.Cipher: byte[] doFinal(byte[])>($r1)","https://github.com/mtotschnig/MyExpenses"
"658","org.totschnig.myexpenses_500.apk","ConstraintError","ch.qos.logback.core.net.ssl.SSLContextFactoryBean","javax.net.ssl.SSLContext createContext(ch.qos.logback.core.spi.ContextAware)","violating CrySL rule for javax.net.ssl.SSLContext (on Object #4b05176adcdb6f967be8edbc09fc31fe3f31b7181b4796854b2c6a6af100f28a)","First parameter (with value ""SSL"") should be any of {TLSv1.2, TLSv1.3}","$r4 = staticinvoke <javax.net.ssl.SSLContext: javax.net.ssl.SSLContext getInstance(java.lang.String)>($r2)","https://github.com/mtotschnig/MyExpenses"
"659","org.totschnig.myexpenses_500.apk","RequiredPredicateError","ch.qos.logback.core.net.ssl.SSLContextFactoryBean","javax.net.ssl.SSLContext createContext(ch.qos.logback.core.spi.ContextAware)","violating CrySL rule for javax.net.ssl.SSLContext ","First parameter was not properly generated as generated Key Managers","virtualinvoke $r4.<javax.net.ssl.SSLContext: void init(javax.net.ssl.KeyManager[],javax.net.ssl.TrustManager[],java.security.SecureRandom)>($r7, $r8, $r9)","https://github.com/mtotschnig/MyExpenses"
"660","org.totschnig.myexpenses_500.apk","ConstraintError","com.itextpdf.text.pdf.PdfPublicKeySecurityHandler","org.bouncycastle.asn1.ASN1Primitive createDERForRecipient(byte[],java.security.cert.X509Certificate)","violating CrySL rule for java.security.AlgorithmParameterGenerator (on Object #255ea4b968993c8535ba1eacadb9811bb491c08818f2c9adcfd02adbeb23f07c)","First parameter (with value ""1.2.840.113549.3.2"") should be any of {DH, DiffieHellman, DSA}","$r3 = staticinvoke <java.security.AlgorithmParameterGenerator: java.security.AlgorithmParameterGenerator getInstance(java.lang.String)>(varReplacer78164)","https://github.com/mtotschnig/MyExpenses"
"661","org.totschnig.myexpenses_500.apk","NeverTypeOfError","ch.qos.logback.core.net.ssl.SSLContextFactoryBean","javax.net.ssl.KeyManager[] createKeyManagers(ch.qos.logback.core.spi.ContextAware)","violating CrySL rule for javax.net.ssl.KeyManagerFactory (on Object #10326ce1ab2bfe82b1f8d7575df33991371e7f8fcb954583e871168e3c0d571f)","Second parameter should never be of type java.lang.String.","virtualinvoke $r8.<javax.net.ssl.KeyManagerFactory: void init(java.security.KeyStore,char[])>($r3, $r9)","https://github.com/mtotschnig/MyExpenses"
"662","org.totschnig.myexpenses_500.apk","ConstraintError","com.itextpdf.text.pdf.PdfEncryption","byte[] createDocumentId()","violating CrySL rule for java.security.MessageDigest (on Object #7cec8c9ecd644ea7c4e517cb43ebb6d35da04446f1abdf1be265400af5fb69f9)","First parameter (with value ""MD5"") should be any of {SHA-256, SHA-384, SHA-512}","$r1 = staticinvoke <java.security.MessageDigest: java.security.MessageDigest getInstance(java.lang.String)>(varReplacer73781)","https://github.com/mtotschnig/MyExpenses"
"663","org.totschnig.myexpenses_500.apk","ConstraintError","com.itextpdf.text.pdf.PdfEncryption","com.itextpdf.text.pdf.PdfDictionary getEncryptionDictionary()","violating CrySL rule for java.security.MessageDigest (on Object #f11fdea86136f5d934ce100cb2f871f3170378fce001c20669a8ea6fc76e2572)","First parameter (with value ""SHA-1"") should be any of {SHA-256, SHA-384, SHA-512}","$r10 = staticinvoke <java.security.MessageDigest: java.security.MessageDigest getInstance(java.lang.String)>(varReplacer75497)","https://github.com/mtotschnig/MyExpenses"
"664","org.totschnig.myexpenses_500.apk","RequiredPredicateError","ch.qos.logback.core.net.ssl.SSLContextFactoryBean","javax.net.ssl.SSLContext createContext(ch.qos.logback.core.spi.ContextAware)","violating CrySL rule for javax.net.ssl.SSLContext ","Second parameter was not properly generated as generated Trust Managers","virtualinvoke $r4.<javax.net.ssl.SSLContext: void init(javax.net.ssl.KeyManager[],javax.net.ssl.TrustManager[],java.security.SecureRandom)>($r7, $r8, $r9)","https://github.com/mtotschnig/MyExpenses"
"665","org.totschnig.myexpenses_500.apk","ConstraintError","com.google.android.vending.licensing.a","void <init>(byte[],java.lang.String,java.lang.String)","violating CrySL rule for javax.crypto.spec.PBEKeySpec (on Object #2572d0f0ec3de5c6202b87faedefd1f51e88def7acd3a67072a3cb414f4edeb0)","Third parameter (with value 1024)Variable iterationCountmust be  at least 10000","specialinvoke $r5.<javax.crypto.spec.PBEKeySpec: void <init>(char[],byte[],int,int)>($r7, $r1, varReplacer20232, varReplacer20233)","https://github.com/mtotschnig/MyExpenses"
"666","org.totschnig.myexpenses_500.apk","ConstraintError","dc.h","dc.h e(java.lang.String)","violating CrySL rule for java.security.MessageDigest (on Object #88f865924c4b01128fa65698b555476db3c8bf0708d7231c4ba86b772775ac36)","First parameter (with value ""MD5"") should be any of {SHA-256, SHA-384, SHA-512}","$r2 = staticinvoke <java.security.MessageDigest: java.security.MessageDigest getInstance(java.lang.String)>($r1)","https://github.com/mtotschnig/MyExpenses"
"667","org.totschnig.myexpenses_500.apk","IncompleteOperationError","com.google.android.vending.licensing.a","void <init>(byte[],java.lang.String,java.lang.String)","violating CrySL rule for javax.crypto.spec.PBEKeySpec (on Object #2572d0f0ec3de5c6202b87faedefd1f51e88def7acd3a67072a3cb414f4edeb0)","Operation on object of type javax.crypto.spec.PBEKeySpec object not completed. Expected call to clearPassword","$r8 = virtualinvoke $r4.<javax.crypto.SecretKeyFactory: javax.crypto.SecretKey generateSecret(java.security.spec.KeySpec)>($r5)","https://github.com/mtotschnig/MyExpenses"
"668","org.totschnig.myexpenses_500.apk","RequiredPredicateError","pe.a","java.io.InputStream a(java.io.InputStream,java.lang.String)","violating CrySL rule for javax.crypto.spec.IvParameterSpec ","First parameter was not properly generated as randomized","specialinvoke $r0.<javax.crypto.spec.IvParameterSpec: void <init>(byte[])>($r3)","https://github.com/mtotschnig/MyExpenses"
"669","org.totschnig.myexpenses_500.apk","RequiredPredicateError","pe.a","java.io.InputStream a(java.io.InputStream,java.lang.String)","violating CrySL rule for javax.crypto.Cipher ","Second parameter was not properly generated as generated Key","virtualinvoke $r7.<javax.crypto.Cipher: void init(int,java.security.Key,java.security.spec.AlgorithmParameterSpec)>(varReplacer50956, $r6, $r0)","https://github.com/mtotschnig/MyExpenses"
"670","org.totschnig.myexpenses_500.apk","TypestateError","pe.a$a","void close()","violating CrySL rule for javax.crypto.CipherInputStream (on Object #b66528313faf236e35e0fc5b7e2679b595d2f641c53261c24f19fac11f57f54a)","Unexpected call to method close on object of type javax.crypto.CipherInputStream. Expect a call to one of the following methods read","specialinvoke r0.<javax.crypto.CipherInputStream: void close()>()","https://github.com/mtotschnig/MyExpenses"
"671","org.totschnig.myexpenses_500.apk","RequiredPredicateError","rb.y","void <init>(rb.y$b)","violating CrySL rule for javax.net.ssl.TrustManagerFactory ","First parameter was not properly generated as generated Key Store","virtualinvoke $r15.<javax.net.ssl.TrustManagerFactory: void init(java.security.KeyStore)>(varReplacer20039)","https://github.com/mtotschnig/MyExpenses"
"672","org.totschnig.myexpenses_500.apk","RequiredPredicateError","rb.y","void <init>(rb.y$b)","violating CrySL rule for javax.net.ssl.SSLContext ","First parameter was not properly generated as generated Key Managers","virtualinvoke $r20.<javax.net.ssl.SSLContext: void init(javax.net.ssl.KeyManager[],javax.net.ssl.TrustManager[],java.security.SecureRandom)>(varReplacer20042, $r16, varReplacer20042)","https://github.com/mtotschnig/MyExpenses"
"673","org.totschnig.myexpenses_500.apk","ConstraintError","ch.qos.logback.core.net.ssl.SSLContextFactoryBean","javax.net.ssl.SSLContext createContext(ch.qos.logback.core.spi.ContextAware)","violating CrySL rule for javax.net.ssl.SSLContext (on Object #9cf5b9eb0d00e4ce6f1071ec47de6112d134fc8f8819401c38af69fb0d85bbf9)","First parameter (with value ""SSL"") should be any of {TLSv1.2, TLSv1.3}","$r4 = staticinvoke <javax.net.ssl.SSLContext: javax.net.ssl.SSLContext getInstance(java.lang.String,java.lang.String)>($r2, $r3)","https://github.com/mtotschnig/MyExpenses"
"674","org.totschnig.myexpenses_500.apk","IncompleteOperationError","org.totschnig.myexpenses.sync.g","i2.f Y(at.bitfire.dav4android.LockableDavResource)","violating CrySL rule for javax.crypto.CipherInputStream (on Object #b66528313faf236e35e0fc5b7e2679b595d2f641c53261c24f19fac11f57f54a)","Operation on object of type javax.crypto.CipherInputStream object not completed. Expected call to read","$r5 = virtualinvoke r0.<org.totschnig.myexpenses.sync.a: i2.f t(java.io.InputStream)>($r4)","https://github.com/mtotschnig/MyExpenses"
"675","org.totschnig.myexpenses_500.apk","TypestateError","p7.c","void close()","violating CrySL rule for javax.crypto.CipherInputStream (on Object #b66528313faf236e35e0fc5b7e2679b595d2f641c53261c24f19fac11f57f54a)","Unexpected call to method close on object of type javax.crypto.CipherInputStream. Expect a call to one of the following methods read","specialinvoke r0.<java.io.InputStream: void close()>()","https://github.com/mtotschnig/MyExpenses"
"676","org.totschnig.myexpenses_500.apk","IncompleteOperationError","pe.a","java.io.InputStream b(java.io.InputStream,java.lang.String)","violating CrySL rule for javax.crypto.CipherInputStream (on Object #7d9922ee58d313488640aa258b92e5718f6212a0ff9efa3c1205b5bc29bca995)","Operation on object of type pe.a$a object not completed. Expected call to read","$r12 = staticinvoke <java.util.Arrays: java.util.List asList(java.lang.Object[])>($r10)","https://github.com/mtotschnig/MyExpenses"
"677","org.totschnig.myexpenses_500.apk","NeverTypeOfError","com.google.android.vending.licensing.a","void <init>(byte[],java.lang.String,java.lang.String)","violating CrySL rule for javax.crypto.spec.PBEKeySpec (on Object #2572d0f0ec3de5c6202b87faedefd1f51e88def7acd3a67072a3cb414f4edeb0)","First parameter should never be of type java.lang.String.","specialinvoke $r5.<javax.crypto.spec.PBEKeySpec: void <init>(char[],byte[],int,int)>($r7, $r1, varReplacer20232, varReplacer20233)","https://github.com/mtotschnig/MyExpenses"
"678","org.totschnig.myexpenses_500.apk","ConstraintError","q2.b","void <clinit>()","violating CrySL rule for javax.net.ssl.SSLContext (on Object #6d9010f4685eba136ec344ac50248a6522482bafd85514a8c2694a8961794847)","First parameter (with value ""TLS"") should be any of {TLSv1.2, TLSv1.3}","$r12 = staticinvoke <javax.net.ssl.SSLContext: javax.net.ssl.SSLContext getInstance(java.lang.String)>(varReplacer57037)","https://github.com/mtotschnig/MyExpenses"
"679","org.totschnig.myexpenses_500.apk","RequiredPredicateError","q2.b","void <clinit>()","violating CrySL rule for javax.net.ssl.SSLContext ","Third parameter was not properly generated as randomized","virtualinvoke $r12.<javax.net.ssl.SSLContext: void init(javax.net.ssl.KeyManager[],javax.net.ssl.TrustManager[],java.security.SecureRandom)>(varReplacer57043, $r8, varReplacer57043)","https://github.com/mtotschnig/MyExpenses"
"680","org.totschnig.myexpenses_500.apk","TypestateError","je.l","java.lang.Object doInBackground(java.lang.Object[])","violating CrySL rule for javax.crypto.CipherInputStream (on Object #b66528313faf236e35e0fc5b7e2679b595d2f641c53261c24f19fac11f57f54a)","Unexpected call to method close on object of type javax.crypto.CipherInputStream. Expect a call to one of the following methods read","virtualinvoke $r23.<java.io.InputStream: void close()>()","https://github.com/mtotschnig/MyExpenses"
"681","org.totschnig.myexpenses_500.apk","RequiredPredicateError","q2.b","void <clinit>()","violating CrySL rule for javax.net.ssl.SSLContext ","First parameter was not properly generated as generated Key Managers","virtualinvoke $r12.<javax.net.ssl.SSLContext: void init(javax.net.ssl.KeyManager[],javax.net.ssl.TrustManager[],java.security.SecureRandom)>(varReplacer57043, $r8, varReplacer57043)","https://github.com/mtotschnig/MyExpenses"
"682","org.totschnig.myexpenses_500.apk","ConstraintError","zb.g","javax.net.ssl.SSLContext h()","violating CrySL rule for javax.net.ssl.SSLContext (on Object #d6c2fabd43ff8c9743517fd4c3d6bee5452457e3c4dc9303da332a3a8bba7a5d)","First parameter (with value ""TLS"") should be any of {TLSv1.2, TLSv1.3}","$r4 = staticinvoke <javax.net.ssl.SSLContext: javax.net.ssl.SSLContext getInstance(java.lang.String)>(varReplacer38005)","https://github.com/mtotschnig/MyExpenses"
"683","org.totschnig.myexpenses_500.apk","NeverTypeOfError","ch.qos.logback.core.net.ssl.KeyStoreFactoryBean","java.security.KeyStore createKeyStore()","violating CrySL rule for java.security.KeyStore (on Object #d64fffa36848d17aa1386d7b9bc92253b77e46478f803ffb96beb8c564c1d027)","Second parameter should never be of type java.lang.String.","virtualinvoke $r8.<java.security.KeyStore: void load(java.io.InputStream,char[])>($r7, $r9)","https://github.com/mtotschnig/MyExpenses"
"684","org.totschnig.myexpenses_500.apk","HardCodedError","ch.qos.logback.core.net.ssl.KeyStoreFactoryBean","java.security.KeyStore createKeyStore()","violating CrySL rule for java.security.KeyStore (on Object #d64fffa36848d17aa1386d7b9bc92253b77e46478f803ffb96beb8c564c1d027)","Second parameter should never be hardcoded.","virtualinvoke $r8.<java.security.KeyStore: void load(java.io.InputStream,char[])>($r7, $r9)","https://github.com/mtotschnig/MyExpenses"
"685","org.totschnig.myexpenses_500.apk","RequiredPredicateError","org.totschnig.myexpenses.sync.a","java.lang.String s(java.lang.String)","violating CrySL rule for javax.crypto.spec.IvParameterSpec ","First parameter was not properly generated as randomized","specialinvoke $r8.<javax.crypto.spec.IvParameterSpec: void <init>(byte[])>($r4)","https://github.com/mtotschnig/MyExpenses"
"686","org.totschnig.myexpenses_500.apk","RequiredPredicateError","rb.y","void <init>(rb.y$b)","violating CrySL rule for javax.net.ssl.SSLContext ","Third parameter was not properly generated as randomized","virtualinvoke $r20.<javax.net.ssl.SSLContext: void init(javax.net.ssl.KeyManager[],javax.net.ssl.TrustManager[],java.security.SecureRandom)>(varReplacer20042, $r16, varReplacer20042)","https://github.com/mtotschnig/MyExpenses"
"687","org.totschnig.myexpenses_500.apk","IncompleteOperationError","androidx.lifecycle.LiveData","void f(androidx.lifecycle.s,androidx.lifecycle.a0)","violating CrySL rule for javax.crypto.Cipher (on Object #576cd56993bae2daf8b11bc8d64da1fce95eb74eec99266d733615a86418dbf5)","Operation on object of type javax.crypto.Cipher object not completed. Expected call to init","$r8 = virtualinvoke $r7.<m.b: java.lang.Object d(java.lang.Object,java.lang.Object)>($r2, $r6)","https://github.com/mtotschnig/MyExpenses"
"688","org.totschnig.myexpenses_500.apk","ConstraintError","me.e0","java.lang.String D(java.lang.String)","violating CrySL rule for java.security.MessageDigest (on Object #f41a772493ddffc327a768f39fd350c25de00a842d55f22776b6ae15936468d3)","First parameter (with value ""MD5"") should be any of {SHA-256, SHA-384, SHA-512}","$r1 = staticinvoke <java.security.MessageDigest: java.security.MessageDigest getInstance(java.lang.String)>(varReplacer43163)","https://github.com/mtotschnig/MyExpenses"
"689","org.totschnig.myexpenses_500.apk","RequiredPredicateError","me.f0","void d(java.io.File,r0.a,java.lang.String)","violating CrySL rule for javax.crypto.Cipher ","Third parameter was not properly generated as prepared G C M","virtualinvoke $r14.<javax.crypto.Cipher: void init(int,java.security.Key,java.security.spec.AlgorithmParameterSpec)>(varReplacer23291, $r13, $r21)","https://github.com/mtotschnig/MyExpenses"
"690","org.totschnig.myexpenses_500.apk","RequiredPredicateError","ie.e","void <init>(java.lang.String,java.lang.String,java.lang.String,java.security.cert.X509Certificate,boolean)","violating CrySL rule for javax.net.ssl.SSLContext ","First parameter was not properly generated as generated Key Managers","virtualinvoke $r17.<javax.net.ssl.SSLContext: void init(javax.net.ssl.KeyManager[],javax.net.ssl.TrustManager[],java.security.SecureRandom)>(varReplacer57502, $r18, varReplacer57502)","https://github.com/mtotschnig/MyExpenses"
"691","org.totschnig.myexpenses_500.apk","RequiredPredicateError","com.itextpdf.text.pdf.PdfPublicKeySecurityHandler","org.bouncycastle.asn1.ASN1Primitive createDERForRecipient(byte[],java.security.cert.X509Certificate)","violating CrySL rule for javax.crypto.Cipher ","Second parameter was not properly generated as generated Key","virtualinvoke $r9.<javax.crypto.Cipher: void init(int,java.security.Key,java.security.AlgorithmParameters)>(varReplacer78165, $r8, $r4)","https://github.com/mtotschnig/MyExpenses"
"692","org.totschnig.myexpenses_500.apk","ConstraintError","ie.e","void <init>(java.lang.String,java.lang.String,java.lang.String,java.security.cert.X509Certificate,boolean)","violating CrySL rule for javax.net.ssl.SSLContext (on Object #116a9ed540994cec3636270f69e8e3162472ff28057f23e4afb7b1c70967a59a)","First parameter (with value ""TLS"") should be any of {TLSv1.2, TLSv1.3}","$r17 = staticinvoke <javax.net.ssl.SSLContext: javax.net.ssl.SSLContext getInstance(java.lang.String)>(varReplacer57491)","https://github.com/mtotschnig/MyExpenses"
"693","org.totschnig.myexpenses_500.apk","ConstraintError","zb.b","javax.net.ssl.SSLContext h()","violating CrySL rule for javax.net.ssl.SSLContext (on Object #143d4e6f80e10cca4517478cf52033db33ee19f2d423c61e276b5e24f5701ae5)","First parameter (with value ""TLS"") should be any of {TLSv1.2, TLSv1.3}","$r3 = staticinvoke <javax.net.ssl.SSLContext: javax.net.ssl.SSLContext getInstance(java.lang.String)>(varReplacer38006)","https://github.com/mtotschnig/MyExpenses"
"694","org.totschnig.myexpenses_500.apk","RequiredPredicateError","org.totschnig.myexpenses.sync.a","void F()","violating CrySL rule for javax.crypto.Cipher ","Third parameter was not properly generated as prepared G C M","virtualinvoke $r8.<javax.crypto.Cipher: void init(int,java.security.Key,java.security.spec.AlgorithmParameterSpec)>(varReplacer49590, $r6, $r7)","https://github.com/mtotschnig/MyExpenses"
"695","org.totschnig.myexpenses_500.apk","IncompleteOperationError","je.l","java.lang.Object doInBackground(java.lang.Object[])","violating CrySL rule for javax.crypto.CipherInputStream (on Object #b66528313faf236e35e0fc5b7e2679b595d2f641c53261c24f19fac11f57f54a)","Operation on object of type javax.crypto.CipherInputStream object not completed. Expected call to read","virtualinvoke $r23.<java.io.InputStream: void close()>()","https://github.com/mtotschnig/MyExpenses"
"696","org.totschnig.myexpenses_500.apk","ConstraintError","com.itextpdf.text.pdf.PdfSmartCopy$ByteStore","void <init>(com.itextpdf.text.pdf.PdfDictionary,java.util.HashMap)","violating CrySL rule for java.security.MessageDigest (on Object #7b973bf9459b50a723b33387446ef3a9310563ac5d1a26b9e56ba40e942355dd)","First parameter (with value ""MD5"") should be any of {SHA-256, SHA-384, SHA-512}","$r3 = staticinvoke <java.security.MessageDigest: java.security.MessageDigest getInstance(java.lang.String)>(varReplacer78860)","https://github.com/mtotschnig/MyExpenses"
"697","org.totschnig.myexpenses_500.apk","TypestateError","org.totschnig.myexpenses.sync.a","void F()","violating CrySL rule for javax.crypto.Cipher (on Object #6425e3941a437f833c449c9650fad10f75174194d074fe35b7ef46c5252c2d0b)","Unexpected call to method doFinal on object of type javax.crypto.Cipher. Expect a call to one of the following methods init,updateAAD","$r1 = virtualinvoke $r8.<javax.crypto.Cipher: byte[] doFinal(byte[])>($r1)","https://github.com/mtotschnig/MyExpenses"
"698","org.totschnig.myexpenses_500.apk","RequiredPredicateError","rb.y","void <init>(rb.y$b)","violating CrySL rule for javax.net.ssl.SSLContext ","Second parameter was not properly generated as generated Trust Managers","virtualinvoke $r20.<javax.net.ssl.SSLContext: void init(javax.net.ssl.KeyManager[],javax.net.ssl.TrustManager[],java.security.SecureRandom)>(varReplacer20042, $r16, varReplacer20042)","https://github.com/mtotschnig/MyExpenses"
"699","org.totschnig.myexpenses_500.apk","RequiredPredicateError","org.totschnig.myexpenses.sync.a","java.lang.String s(java.lang.String)","violating CrySL rule for javax.crypto.Cipher ","Third parameter was not properly generated as prepared G C M","virtualinvoke $r9.<javax.crypto.Cipher: void init(int,java.security.Key,java.security.spec.AlgorithmParameterSpec)>(varReplacer49598, $r7, $r8)","https://github.com/mtotschnig/MyExpenses"
"700","org.totschnig.myexpenses_500.apk","IncompleteOperationError","org.totschnig.myexpenses.sync.a","i2.f t(java.io.InputStream)","violating CrySL rule for javax.crypto.CipherInputStream (on Object #b66528313faf236e35e0fc5b7e2679b595d2f641c53261c24f19fac11f57f54a)","Operation on object of type javax.crypto.CipherInputStream object not completed. Expected call to read","specialinvoke $r4.<java.io.InputStreamReader: void <init>(java.io.InputStream)>($r2)","https://github.com/mtotschnig/MyExpenses"
"701","org.totschnig.myexpenses_500.apk","IncompleteOperationError","com.itextpdf.text.pdf.PdfSmartCopy","com.itextpdf.text.pdf.PdfIndirectReference copyIndirect(com.itextpdf.text.pdf.PRIndirectReference)","violating CrySL rule for java.security.MessageDigest (on Object #d4fc25da1587fb1e21e5c3e66db68e374ee33f06a466bcfe5158eddea617c3db)","Operation on object of type java.security.MessageDigest object not completed. Expected call to digest, update","virtualinvoke $r5.<java.util.HashMap: java.lang.Object put(java.lang.Object,java.lang.Object)>($r3, $r11)","https://github.com/mtotschnig/MyExpenses"
"702","org.totschnig.myexpenses_500.apk","RequiredPredicateError","org.totschnig.myexpenses.sync.a","void F()","violating CrySL rule for javax.crypto.Cipher ","Second parameter was not properly generated as generated Key","virtualinvoke $r8.<javax.crypto.Cipher: void init(int,java.security.Key,java.security.spec.AlgorithmParameterSpec)>(varReplacer49590, $r6, $r7)","https://github.com/mtotschnig/MyExpenses"
"703","org.totschnig.myexpenses_500.apk","IncompleteOperationError","me.f0","void d(java.io.File,r0.a,java.lang.String)","violating CrySL rule for javax.crypto.CipherOutputStream (on Object #e8129e2606b8348e6fd026df7f5f2e4d387ac1d445707379ce5ce972e4e29743)","Operation on object of type javax.crypto.CipherOutputStream object not completed. Expected call to write","specialinvoke $r23.<java.util.zip.ZipOutputStream: void <init>(java.io.OutputStream)>($r8)","https://github.com/mtotschnig/MyExpenses"
"704","org.totschnig.myexpenses_500.apk","IncompleteOperationError","com.itextpdf.text.pdf.PdfSmartCopy","com.itextpdf.text.pdf.PdfIndirectReference copyIndirect(com.itextpdf.text.pdf.PRIndirectReference)","violating CrySL rule for java.security.MessageDigest (on Object #7b973bf9459b50a723b33387446ef3a9310563ac5d1a26b9e56ba40e942355dd)","Operation on object of type java.security.MessageDigest object not completed. Expected call to digest, update","$r6 = virtualinvoke $r5.<java.util.HashMap: java.lang.Object get(java.lang.Object)>($r3)","https://github.com/mtotschnig/MyExpenses"
"705","org.totschnig.myexpenses_500.apk","RequiredPredicateError","pe.a","javax.crypto.SecretKey d(java.lang.String)","violating CrySL rule for javax.crypto.spec.SecretKeySpec ","First parameter was not properly generated as prepared Key Material","specialinvoke $r0.<javax.crypto.spec.SecretKeySpec: void <init>(byte[],java.lang.String)>($r4, varReplacer23440)","https://github.com/mtotschnig/MyExpenses"
"706","org.totschnig.myexpenses_500.apk","HardCodedError","q2.b","void <clinit>()","violating CrySL rule for java.security.KeyStore (on Object #c1581d309c4d0eec3ba8c5c38505192fccaa3cb44665a4bc2f05b11141ea7416)","Second parameter should never be hardcoded.","virtualinvoke $r3.<java.security.KeyStore: void load(java.io.InputStream,char[])>(varReplacer57039, $r4)","https://github.com/mtotschnig/MyExpenses"
"707","org.totschnig.myexpenses_500.apk","RequiredPredicateError","pe.a","java.io.InputStream a(java.io.InputStream,java.lang.String)","violating CrySL rule for javax.crypto.Cipher ","Third parameter was not properly generated as prepared G C M","virtualinvoke $r7.<javax.crypto.Cipher: void init(int,java.security.Key,java.security.spec.AlgorithmParameterSpec)>(varReplacer50956, $r6, $r0)","https://github.com/mtotschnig/MyExpenses"
"708","org.totschnig.myexpenses_500.apk","ConstraintError","com.itextpdf.text.pdf.PdfSmartCopy$ByteStore","void <init>(com.itextpdf.text.pdf.PRStream,java.util.HashMap)","violating CrySL rule for java.security.MessageDigest (on Object #d4fc25da1587fb1e21e5c3e66db68e374ee33f06a466bcfe5158eddea617c3db)","First parameter (with value ""MD5"") should be any of {SHA-256, SHA-384, SHA-512}","$r3 = staticinvoke <java.security.MessageDigest: java.security.MessageDigest getInstance(java.lang.String)>(varReplacer78858)","https://github.com/mtotschnig/MyExpenses"
"709","org.totschnig.myexpenses_500.apk","ConstraintError","zb.c","javax.net.ssl.SSLContext h()","violating CrySL rule for javax.net.ssl.SSLContext (on Object #56b16cdc82737bf47c1612040f9dc8e28de47997b7657b051ea4442f1f70b3d9)","First parameter (with value ""TLS"") should be any of {TLSv1.2, TLSv1.3}","$r4 = staticinvoke <javax.net.ssl.SSLContext: javax.net.ssl.SSLContext getInstance(java.lang.String,java.security.Provider)>(varReplacer38009, $r3)","https://github.com/mtotschnig/MyExpenses"
"710","org.totschnig.myexpenses_500.apk","ConstraintError","com.itextpdf.text.pdf.PdfPublicKeySecurityHandler","org.bouncycastle.asn1.ASN1Primitive createDERForRecipient(byte[],java.security.cert.X509Certificate)","violating CrySL rule for javax.crypto.Cipher (on Object #d26c05191f5cc5ee74abf2f21c55c83a2a56fd1eea96f1b295a05e5a2a813dc2)","First parameter (with value ""1.2.840.113549.3.2"") should be any of {AES, PBEWithHmacSHA224AndAES_128, PBEWithHmacSHA256AndAES_128, PBEWithHmacSHA384AndAES_128, PBEWithHmacSHA512AndAES_128, PBEWithHmacSHA224AndAES_256, PBEWithHmacSHA256AndAES_256, PBEWithHmacSHA384AndAES_256, PBEWithHmacSHA512AndAES_256}","$r9 = staticinvoke <javax.crypto.Cipher: javax.crypto.Cipher getInstance(java.lang.String)>(varReplacer78168)","https://github.com/mtotschnig/MyExpenses"
"711","org.totschnig.myexpenses_500.apk","RequiredPredicateError","q2.b","void <clinit>()","violating CrySL rule for javax.net.ssl.TrustManagerFactory ","First parameter was not properly generated as generated Key Store","virtualinvoke $r7.<javax.net.ssl.TrustManagerFactory: void init(java.security.KeyStore)>($r3)","https://github.com/mtotschnig/MyExpenses"
